fold,unique_subject,clip_id,unique_clip,true_label,pred_label,prob_0,prob_1
2,BJ_26,18,BJ_26_clip_18,1,0,0.59643745,0.40356258
2,BJ_26,19,BJ_26_clip_19,1,1,0.49577853,0.5042215
2,BJ_26,2,BJ_26_clip_2,1,0,0.5830246,0.41697538
2,BJ_26,20,BJ_26_clip_20,1,1,0.32400265,0.6759974
2,BJ_26,3,BJ_26_clip_3,1,0,0.6362881,0.3637119
2,BJ_26,4,BJ_26_clip_4,1,0,0.6225687,0.37743127
2,BJ_26,5,BJ_26_clip_5,1,0,0.6240045,0.37599555
2,BJ_26,6,BJ_26_clip_6,1,0,0.7455213,0.25447866
2,BJ_26,7,BJ_26_clip_7,1,0,0.7582765,0.24172348
2,BJ_26,8,BJ_26_clip_8,1,0,0.690539,0.309461
2,BJ_26,9,BJ_26_clip_9,1,0,0.5482551,0.45174485
2,BJ_27,1,BJ_27_clip_1,1,0,0.5391404,0.46085963
2,BJ_27,10,BJ_27_clip_10,1,1,0.2647671,0.7352329
2,BJ_27,11,BJ_27_clip_11,1,0,0.50517756,0.49482244
2,BJ_27,12,BJ_27_clip_12,1,1,0.16143551,0.83856446
2,BJ_27,13,BJ_27_clip_13,1,1,0.23775536,0.76224464
2,BJ_27,14,BJ_27_clip_14,1,1,0.45875236,0.5412476
2,BJ_27,15,BJ_27_clip_15,1,1,0.36264014,0.63735986
2,BJ_27,16,BJ_27_clip_16,1,1,0.35936338,0.6406367
2,BJ_27,17,BJ_27_clip_17,1,1,0.32018515,0.6798149
2,BJ_27,18,BJ_27_clip_18,1,1,0.39219564,0.60780436
2,BJ_27,19,BJ_27_clip_19,1,1,0.2191184,0.7808816
2,BJ_27,2,BJ_27_clip_2,1,1,0.3803652,0.6196348
2,BJ_27,20,BJ_27_clip_20,1,1,0.20335022,0.7966498
2,BJ_27,3,BJ_27_clip_3,1,1,0.3381398,0.66186017
2,BJ_27,4,BJ_27_clip_4,1,1,0.35702232,0.64297765
2,BJ_27,5,BJ_27_clip_5,1,1,0.22477236,0.7752276
2,BJ_27,6,BJ_27_clip_6,1,1,0.4016278,0.5983722
2,BJ_27,7,BJ_27_clip_7,1,1,0.24228045,0.7577195
2,BJ_27,8,BJ_27_clip_8,1,1,0.19847864,0.80152136
2,BJ_27,9,BJ_27_clip_9,1,1,0.3165214,0.6834786
2,BJ_2,1,BJ_2_clip_1,1,0,0.7103478,0.28965223
2,BJ_2,10,BJ_2_clip_10,1,0,0.7196172,0.28038278
2,BJ_2,11,BJ_2_clip_11,1,0,0.7958455,0.20415454
2,BJ_2,12,BJ_2_clip_12,1,0,0.60499203,0.395008
2,BJ_2,13,BJ_2_clip_13,1,0,0.64968204,0.35031796
2,BJ_2,14,BJ_2_clip_14,1,0,0.72799975,0.27200022
2,BJ_2,15,BJ_2_clip_15,1,0,0.6086191,0.39138094
2,BJ_2,16,BJ_2_clip_16,1,0,0.7123341,0.2876659
2,BJ_2,17,BJ_2_clip_17,1,0,0.54917693,0.45082307
2,BJ_2,18,BJ_2_clip_18,1,0,0.7075652,0.29243478
2,BJ_2,19,BJ_2_clip_19,1,0,0.65513253,0.34486747
2,BJ_2,2,BJ_2_clip_2,1,0,0.6018221,0.39817786
2,BJ_2,20,BJ_2_clip_20,1,1,0.4647424,0.53525764
2,BJ_2,3,BJ_2_clip_3,1,0,0.6138705,0.3861295
2,BJ_2,4,BJ_2_clip_4,1,0,0.6936966,0.30630344
2,BJ_2,5,BJ_2_clip_5,1,0,0.6765482,0.32345185
2,BJ_2,6,BJ_2_clip_6,1,0,0.7928891,0.20711087
2,BJ_2,7,BJ_2_clip_7,1,0,0.7719852,0.22801481
2,BJ_2,8,BJ_2_clip_8,1,0,0.6012265,0.3987735
2,BJ_2,9,BJ_2_clip_9,1,0,0.65386003,0.34614
2,BJ_3,1,BJ_3_clip_1,1,0,0.6325321,0.3674679
2,BJ_3,10,BJ_3_clip_10,1,1,0.3298287,0.6701713
2,BJ_3,11,BJ_3_clip_11,1,0,0.62780815,0.37219188
2,BJ_3,12,BJ_3_clip_12,1,1,0.4751407,0.5248593
2,BJ_3,13,BJ_3_clip_13,1,0,0.54603916,0.45396084
2,BJ_3,14,BJ_3_clip_14,1,1,0.37454468,0.6254553
2,BJ_3,15,BJ_3_clip_15,1,1,0.49663895,0.50336105
2,BJ_3,16,BJ_3_clip_16,1,0,0.6635885,0.33641145
2,BJ_3,17,BJ_3_clip_17,1,0,0.5020935,0.49790645
2,BJ_3,18,BJ_3_clip_18,1,1,0.45511547,0.54488456
2,BJ_3,19,BJ_3_clip_19,1,1,0.38387662,0.6161233
2,BJ_3,2,BJ_3_clip_2,1,1,0.27508128,0.7249187
2,BJ_3,20,BJ_3_clip_20,1,1,0.28307953,0.7169205
2,BJ_3,3,BJ_3_clip_3,1,0,0.55328935,0.44671068
2,BJ_3,4,BJ_3_clip_4,1,1,0.43888906,0.5611109
2,BJ_3,5,BJ_3_clip_5,1,1,0.42548153,0.5745185
2,BJ_3,6,BJ_3_clip_6,1,1,0.36697075,0.6330293
2,BJ_3,7,BJ_3_clip_7,1,0,0.50769293,0.49230707
2,BJ_3,8,BJ_3_clip_8,1,1,0.31455755,0.68544245
2,BJ_3,9,BJ_3_clip_9,1,1,0.45578563,0.5442144
2,BJ_4,1,BJ_4_clip_1,1,1,0.489638,0.510362
2,BJ_4,10,BJ_4_clip_10,1,0,0.5393071,0.46069288
2,BJ_4,11,BJ_4_clip_11,1,0,0.6988843,0.30111572
2,BJ_4,12,BJ_4_clip_12,1,0,0.54471856,0.4552814
2,BJ_4,13,BJ_4_clip_13,1,1,0.29996327,0.7000367
2,BJ_4,14,BJ_4_clip_14,1,1,0.46650612,0.5334938
2,BJ_4,15,BJ_4_clip_15,1,1,0.47421613,0.52578384
2,BJ_4,16,BJ_4_clip_16,1,0,0.5302817,0.46971828
2,BJ_4,17,BJ_4_clip_17,1,0,0.51612604,0.48387396
2,BJ_4,18,BJ_4_clip_18,1,1,0.47080395,0.5291961
2,BJ_4,19,BJ_4_clip_19,1,1,0.25505733,0.74494267
2,BJ_4,2,BJ_4_clip_2,1,1,0.2824546,0.7175454
2,BJ_4,20,BJ_4_clip_20,1,1,0.26908776,0.7309122
2,BJ_4,3,BJ_4_clip_3,1,1,0.35191402,0.648086
2,BJ_4,4,BJ_4_clip_4,1,1,0.407925,0.59207493
2,BJ_4,5,BJ_4_clip_5,1,1,0.48367536,0.5163246
2,BJ_4,6,BJ_4_clip_6,1,0,0.7084293,0.29157072
2,BJ_4,7,BJ_4_clip_7,1,0,0.58398193,0.41601807
2,BJ_4,8,BJ_4_clip_8,1,1,0.49133164,0.50866836
2,BJ_4,9,BJ_4_clip_9,1,1,0.45481575,0.54518425
2,BJ_5,1,BJ_5_clip_1,1,0,0.65093386,0.3490661
2,BJ_5,10,BJ_5_clip_10,1,0,0.5231637,0.47683632
2,BJ_5,11,BJ_5_clip_11,1,0,0.6479839,0.35201603
2,BJ_5,12,BJ_5_clip_12,1,1,0.49839866,0.50160134
2,BJ_5,13,BJ_5_clip_13,1,0,0.51296264,0.48703736
2,BJ_5,14,BJ_5_clip_14,1,1,0.45866528,0.54133475
2,BJ_5,15,BJ_5_clip_15,1,0,0.5218994,0.47810063
2,BJ_5,16,BJ_5_clip_16,1,0,0.6647264,0.33527365
2,BJ_5,17,BJ_5_clip_17,1,1,0.43114114,0.56885886
2,BJ_5,18,BJ_5_clip_18,1,0,0.5844393,0.4155607
2,BJ_5,19,BJ_5_clip_19,1,0,0.5194572,0.48054275
2,BJ_5,2,BJ_5_clip_2,1,1,0.45927945,0.5407206
2,BJ_5,20,BJ_5_clip_20,1,1,0.3443965,0.65560347
2,BJ_5,3,BJ_5_clip_3,1,0,0.60818994,0.39181003
2,BJ_5,4,BJ_5_clip_4,1,0,0.51769894,0.48230112
2,BJ_5,5,BJ_5_clip_5,1,1,0.4949997,0.5050003
2,BJ_5,6,BJ_5_clip_6,1,0,0.57951444,0.42048556
2,BJ_5,7,BJ_5_clip_7,1,0,0.6700238,0.32997626
2,BJ_5,8,BJ_5_clip_8,1,0,0.6065757,0.39342427
2,BJ_5,9,BJ_5_clip_9,1,0,0.5271898,0.47281018
2,BJ_7,1,BJ_7_clip_1,1,0,0.6783181,0.3216819
2,BJ_7,10,BJ_7_clip_10,1,1,0.47175694,0.52824306
2,BJ_7,11,BJ_7_clip_11,1,0,0.62765217,0.37234786
2,BJ_7,12,BJ_7_clip_12,1,0,0.51097107,0.48902896
2,BJ_7,13,BJ_7_clip_13,1,0,0.5534885,0.4465115
2,BJ_7,14,BJ_7_clip_14,1,0,0.6386562,0.3613438
2,BJ_7,15,BJ_7_clip_15,1,0,0.5235952,0.4764048
2,BJ_7,16,BJ_7_clip_16,1,0,0.679583,0.32041702
2,BJ_7,17,BJ_7_clip_17,1,1,0.4823389,0.5176611
2,BJ_7,18,BJ_7_clip_18,1,0,0.5814047,0.4185953
2,BJ_7,19,BJ_7_clip_19,1,1,0.45722824,0.54277176
2,BJ_7,2,BJ_7_clip_2,1,1,0.47368652,0.5263134
2,BJ_7,20,BJ_7_clip_20,1,1,0.44649875,0.55350125
2,BJ_7,3,BJ_7_clip_3,1,0,0.5838748,0.41612518
2,BJ_7,4,BJ_7_clip_4,1,0,0.60804325,0.39195675
2,BJ_7,5,BJ_7_clip_5,1,1,0.3631783,0.6368217
2,BJ_7,6,BJ_7_clip_6,1,0,0.6581322,0.34186783
2,BJ_7,7,BJ_7_clip_7,1,0,0.6532392,0.3467608
2,BJ_7,8,BJ_7_clip_8,1,0,0.62237483,0.37762514
2,BJ_7,9,BJ_7_clip_9,1,0,0.55122656,0.44877344
2,ZJ_13,1,ZJ_13_clip_1,0,0,0.5009122,0.4990878
2,ZJ_13,10,ZJ_13_clip_10,0,1,0.49641752,0.5035825
2,ZJ_13,11,ZJ_13_clip_11,0,1,0.49400702,0.50599295
2,ZJ_13,12,ZJ_13_clip_12,0,1,0.49010542,0.50989455
2,ZJ_13,13,ZJ_13_clip_13,0,0,0.5068979,0.49310204
2,ZJ_13,14,ZJ_13_clip_14,0,0,0.58629584,0.41370416
2,ZJ_13,15,ZJ_13_clip_15,0,1,0.49886853,0.5011315
2,ZJ_13,16,ZJ_13_clip_16,0,0,0.63681865,0.36318132
2,ZJ_13,17,ZJ_13_clip_17,0,1,0.4708743,0.5291257
2,ZJ_13,18,ZJ_13_clip_18,0,0,0.50527364,0.49472633
2,ZJ_13,19,ZJ_13_clip_19,0,1,0.48216027,0.5178397
2,ZJ_13,2,ZJ_13_clip_2,0,1,0.42302364,0.5769764
2,ZJ_13,20,ZJ_13_clip_20,0,1,0.36419764,0.6358024
2,ZJ_13,3,ZJ_13_clip_3,0,0,0.5518531,0.4481469
2,ZJ_13,4,ZJ_13_clip_4,0,1,0.47995502,0.52004504
2,ZJ_13,5,ZJ_13_clip_5,0,0,0.5528939,0.44710612
2,ZJ_13,6,ZJ_13_clip_6,0,0,0.71222603,0.28777403
2,ZJ_13,7,ZJ_13_clip_7,0,0,0.62022907,0.37977096
2,ZJ_13,8,ZJ_13_clip_8,0,0,0.6054361,0.39456385
2,ZJ_13,9,ZJ_13_clip_9,0,1,0.49681178,0.50318825
2,ZJ_17,1,ZJ_17_clip_1,0,0,0.60352415,0.39647585
2,ZJ_17,10,ZJ_17_clip_10,0,0,0.6081928,0.3918072
2,ZJ_17,11,ZJ_17_clip_11,0,0,0.72506714,0.27493286
2,ZJ_17,12,ZJ_17_clip_12,0,0,0.53472805,0.46527198
2,ZJ_17,13,ZJ_17_clip_13,0,0,0.5845737,0.41542634
2,ZJ_17,14,ZJ_17_clip_14,0,0,0.59757525,0.40242475
2,ZJ_17,15,ZJ_17_clip_15,0,0,0.5424239,0.45757613
2,ZJ_17,16,ZJ_17_clip_16,0,0,0.62095153,0.37904847
2,ZJ_17,17,ZJ_17_clip_17,0,0,0.54198337,0.4580167
2,ZJ_17,18,ZJ_17_clip_18,0,1,0.4960273,0.5039727
2,ZJ_17,19,ZJ_17_clip_19,0,0,0.5133172,0.48668274
2,ZJ_17,2,ZJ_17_clip_2,0,1,0.46466526,0.5353347
2,ZJ_17,20,ZJ_17_clip_20,0,1,0.33587274,0.66412723
2,ZJ_17,3,ZJ_17_clip_3,0,0,0.55949736,0.44050258
2,ZJ_17,4,ZJ_17_clip_4,0,0,0.50822085,0.49177915
2,ZJ_17,5,ZJ_17_clip_5,0,0,0.5137434,0.48625654
2,ZJ_17,6,ZJ_17_clip_6,0,0,0.63712347,0.3628765
2,ZJ_17,7,ZJ_17_clip_7,0,0,0.67437005,0.32562995
2,ZJ_17,8,ZJ_17_clip_8,0,0,0.589168,0.410832
2,ZJ_17,9,ZJ_17_clip_9,0,0,0.5249184,0.4750816
2,ZJ_18,1,ZJ_18_clip_1,0,0,0.5899104,0.41008967
2,ZJ_18,10,ZJ_18_clip_10,0,0,0.61593926,0.38406074
2,ZJ_18,11,ZJ_18_clip_11,0,0,0.67300814,0.32699183
2,ZJ_18,12,ZJ_18_clip_12,0,0,0.59648186,0.40351814
2,ZJ_18,13,ZJ_18_clip_13,0,0,0.6151306,0.3848694
2,ZJ_18,14,ZJ_18_clip_14,0,0,0.6682174,0.33178255
2,ZJ_18,15,ZJ_18_clip_15,0,0,0.55279565,0.44720432
2,ZJ_18,16,ZJ_18_clip_16,0,0,0.61731553,0.38268447
2,ZJ_18,17,ZJ_18_clip_17,0,1,0.47910425,0.5208958
2,ZJ_18,18,ZJ_18_clip_18,0,0,0.5363238,0.4636762
2,ZJ_18,19,ZJ_18_clip_19,0,0,0.5643735,0.4356265
2,ZJ_18,2,ZJ_18_clip_2,0,0,0.5195756,0.48042446
2,ZJ_18,20,ZJ_18_clip_20,0,1,0.42145532,0.5785446
2,ZJ_18,3,ZJ_18_clip_3,0,0,0.5152354,0.48476458
2,ZJ_18,4,ZJ_18_clip_4,0,0,0.5570576,0.4429424
2,ZJ_18,5,ZJ_18_clip_5,0,0,0.5533901,0.44660994
2,ZJ_18,6,ZJ_18_clip_6,0,0,0.6065266,0.3934734
2,ZJ_18,7,ZJ_18_clip_7,0,0,0.73111635,0.2688837
2,ZJ_18,8,ZJ_18_clip_8,0,0,0.64439,0.35561007
2,ZJ_18,9,ZJ_18_clip_9,0,0,0.58926874,0.41073123
2,ZJ_2,1,ZJ_2_clip_1,0,1,0.48393393,0.516066
2,ZJ_2,10,ZJ_2_clip_10,0,1,0.380211,0.61978894
2,ZJ_2,11,ZJ_2_clip_11,0,0,0.5609073,0.43909264
2,ZJ_2,12,ZJ_2_clip_12,0,0,0.6235267,0.37647334
2,ZJ_2,13,ZJ_2_clip_13,0,0,0.61690086,0.38309914
2,ZJ_2,14,ZJ_2_clip_14,0,0,0.65583014,0.34416983
2,ZJ_2,15,ZJ_2_clip_15,0,1,0.38117352,0.6188265
2,ZJ_2,16,ZJ_2_clip_16,0,0,0.6558628,0.3441372
2,ZJ_2,17,ZJ_2_clip_17,0,0,0.6216308,0.3783692
2,ZJ_2,18,ZJ_2_clip_18,0,0,0.513904,0.48609596
2,ZJ_2,19,ZJ_2_clip_19,0,1,0.42337734,0.57662266
2,ZJ_2,2,ZJ_2_clip_2,0,1,0.49582413,0.50417584
2,ZJ_2,20,ZJ_2_clip_20,0,1,0.4357802,0.56421983
2,ZJ_2,3,ZJ_2_clip_3,0,0,0.56252223,0.4374778
2,ZJ_2,4,ZJ_2_clip_4,0,0,0.5037574,0.49624258
2,ZJ_2,5,ZJ_2_clip_5,0,1,0.42471674,0.5752833
2,ZJ_2,6,ZJ_2_clip_6,0,0,0.67831844,0.32168153
2,ZJ_2,7,ZJ_2_clip_7,0,0,0.69104433,0.30895567
2,ZJ_2,8,ZJ_2_clip_8,0,0,0.6702347,0.32976535
2,ZJ_2,9,ZJ_2_clip_9,0,0,0.6450958,0.35490415
2,ZJ_6,1,ZJ_6_clip_1,0,0,0.68286085,0.31713912
2,ZJ_6,10,ZJ_6_clip_10,0,0,0.727738,0.27226195
2,ZJ_6,11,ZJ_6_clip_11,0,0,0.80171025,0.19828977
2,ZJ_6,12,ZJ_6_clip_12,0,0,0.6090596,0.39094046
2,ZJ_6,13,ZJ_6_clip_13,0,0,0.65399384,0.3460061
2,ZJ_6,14,ZJ_6_clip_14,0,0,0.77760625,0.22239374
2,ZJ_6,15,ZJ_6_clip_15,0,0,0.6849922,0.31500784
2,ZJ_6,16,ZJ_6_clip_16,0,0,0.76071703,0.23928295
2,ZJ_6,17,ZJ_6_clip_17,0,0,0.6118092,0.38819078
2,ZJ_6,18,ZJ_6_clip_18,0,0,0.6996855,0.30031452
2,ZJ_6,19,ZJ_6_clip_19,0,0,0.6786408,0.32135928
2,ZJ_6,2,ZJ_6_clip_2,0,0,0.6027125,0.3972875
2,ZJ_6,20,ZJ_6_clip_20,0,1,0.47025347,0.52974653
2,ZJ_6,3,ZJ_6_clip_3,0,0,0.704378,0.29562202
2,ZJ_6,4,ZJ_6_clip_4,0,0,0.68885237,0.31114763
2,ZJ_6,5,ZJ_6_clip_5,0,0,0.61761975,0.38238025
2,ZJ_6,6,ZJ_6_clip_6,0,0,0.7609384,0.23906162
2,ZJ_6,7,ZJ_6_clip_7,0,0,0.8013451,0.19865492
2,ZJ_6,8,ZJ_6_clip_8,0,0,0.74452543,0.25547463
2,ZJ_6,9,ZJ_6_clip_9,0,0,0.70849216,0.29150784
2,ZJ_8,1,ZJ_8_clip_1,0,0,0.65115,0.34884995
2,ZJ_8,10,ZJ_8_clip_10,0,0,0.67463255,0.32536745
2,ZJ_8,11,ZJ_8_clip_11,0,0,0.7516543,0.24834569
2,ZJ_8,12,ZJ_8_clip_12,0,0,0.68253523,0.31746477
2,ZJ_8,13,ZJ_8_clip_13,0,0,0.55078787,0.4492121
2,ZJ_8,14,ZJ_8_clip_14,0,0,0.64603776,0.35396227
2,ZJ_8,15,ZJ_8_clip_15,0,0,0.6031488,0.39685124
2,ZJ_8,16,ZJ_8_clip_16,0,0,0.67972296,0.32027704
2,ZJ_8,17,ZJ_8_clip_17,0,0,0.5500822,0.4499178
2,ZJ_8,18,ZJ_8_clip_18,0,0,0.538486,0.46151397
2,ZJ_8,19,ZJ_8_clip_19,0,0,0.5224223,0.47757775
2,ZJ_8,2,ZJ_8_clip_2,0,1,0.48058686,0.5194132
2,ZJ_8,20,ZJ_8_clip_20,0,1,0.44290587,0.5570941
2,ZJ_8,3,ZJ_8_clip_3,0,0,0.6287821,0.37121797
2,ZJ_8,4,ZJ_8_clip_4,0,0,0.58244693,0.4175531
2,ZJ_8,5,ZJ_8_clip_5,0,0,0.56680334,0.4331966
2,ZJ_8,6,ZJ_8_clip_6,0,0,0.6967192,0.3032808
2,ZJ_8,7,ZJ_8_clip_7,0,0,0.73588413,0.26411593
2,ZJ_8,8,ZJ_8_clip_8,0,0,0.6676226,0.33237737
2,ZJ_8,9,ZJ_8_clip_9,0,0,0.54962134,0.45037866
2,ZJ_9,1,ZJ_9_clip_1,0,0,0.599354,0.40064594
2,ZJ_9,10,ZJ_9_clip_10,0,0,0.61299753,0.3870025
2,ZJ_9,11,ZJ_9_clip_11,0,0,0.6301078,0.36989215
2,ZJ_9,12,ZJ_9_clip_12,0,1,0.4979308,0.50206923
2,ZJ_9,13,ZJ_9_clip_13,0,0,0.5232431,0.47675684
2,ZJ_9,14,ZJ_9_clip_14,0,0,0.6294392,0.3705608
2,ZJ_9,15,ZJ_9_clip_15,0,0,0.5299795,0.47002044
2,ZJ_9,16,ZJ_9_clip_16,0,1,0.48310664,0.5168934
2,ZJ_9,17,ZJ_9_clip_17,0,1,0.43732417,0.56267583
2,ZJ_9,18,ZJ_9_clip_18,0,0,0.5353458,0.46465424
2,ZJ_9,19,ZJ_9_clip_19,0,0,0.53591746,0.46408257
2,ZJ_9,2,ZJ_9_clip_2,0,1,0.4451549,0.5548451
2,ZJ_9,20,ZJ_9_clip_20,0,1,0.3644436,0.63555634
2,ZJ_9,3,ZJ_9_clip_3,0,0,0.5166281,0.48337188
2,ZJ_9,4,ZJ_9_clip_4,0,0,0.6090824,0.39091763
2,ZJ_9,5,ZJ_9_clip_5,0,0,0.56444883,0.43555114
2,ZJ_9,6,ZJ_9_clip_6,0,0,0.6799812,0.3200189
2,ZJ_9,7,ZJ_9_clip_7,0,0,0.69784147,0.3021585
2,ZJ_9,8,ZJ_9_clip_8,0,0,0.62224483,0.3777552
2,ZJ_9,9,ZJ_9_clip_9,0,0,0.63025033,0.36974964
3,BJ_10,1,BJ_10_clip_1,1,1,0.37460488,0.62539506
3,BJ_10,10,BJ_10_clip_10,1,1,0.38676956,0.61323047
3,BJ_10,11,BJ_10_clip_11,1,1,0.38272768,0.6172724
3,BJ_10,12,BJ_10_clip_12,1,1,0.37957546,0.62042457
3,BJ_10,13,BJ_10_clip_13,1,1,0.3818905,0.6181095
3,BJ_10,14,BJ_10_clip_14,1,1,0.38648403,0.613516
3,BJ_10,15,BJ_10_clip_15,1,1,0.38150615,0.61849385
3,BJ_10,16,BJ_10_clip_16,1,1,0.38283533,0.6171647
3,BJ_10,17,BJ_10_clip_17,1,1,0.37714255,0.62285745
3,BJ_10,18,BJ_10_clip_18,1,1,0.37977597,0.620224
3,BJ_10,19,BJ_10_clip_19,1,1,0.37095988,0.62904006
3,BJ_10,2,BJ_10_clip_2,1,1,0.37460235,0.6253976
3,BJ_10,20,BJ_10_clip_20,1,1,0.37874803,0.62125194
3,BJ_10,3,BJ_10_clip_3,1,1,0.38233107,0.617669
3,BJ_10,4,BJ_10_clip_4,1,1,0.3777977,0.62220234
3,BJ_10,5,BJ_10_clip_5,1,1,0.37460512,0.6253949
3,BJ_10,6,BJ_10_clip_6,1,1,0.38450256,0.6154974
3,BJ_10,7,BJ_10_clip_7,1,1,0.387887,0.612113
3,BJ_10,8,BJ_10_clip_8,1,1,0.3876489,0.6123511
3,BJ_10,9,BJ_10_clip_9,1,1,0.3815096,0.6184904
3,BJ_11,1,BJ_11_clip_1,1,1,0.38075545,0.6192445
3,BJ_11,10,BJ_11_clip_10,1,1,0.38338664,0.6166134
3,BJ_11,11,BJ_11_clip_11,1,1,0.38136154,0.6186385
3,BJ_11,12,BJ_11_clip_12,1,1,0.37997445,0.6200255
3,BJ_11,13,BJ_11_clip_13,1,1,0.37572533,0.6242747
3,BJ_11,14,BJ_11_clip_14,1,1,0.3800831,0.61991686
3,BJ_11,15,BJ_11_clip_15,1,1,0.37775525,0.6222447
3,BJ_11,16,BJ_11_clip_16,1,1,0.38052753,0.61947244
3,BJ_11,17,BJ_11_clip_17,1,1,0.37436008,0.6256399
3,BJ_11,18,BJ_11_clip_18,1,1,0.3709226,0.6290774
3,BJ_11,19,BJ_11_clip_19,1,1,0.37948668,0.6205133
3,BJ_11,2,BJ_11_clip_2,1,1,0.3770796,0.6229204
3,BJ_11,20,BJ_11_clip_20,1,1,0.37606606,0.6239339
3,BJ_11,3,BJ_11_clip_3,1,1,0.37756953,0.6224305
3,BJ_11,4,BJ_11_clip_4,1,1,0.38015243,0.6198476
3,BJ_11,5,BJ_11_clip_5,1,1,0.38004658,0.6199534
3,BJ_11,6,BJ_11_clip_6,1,1,0.383952,0.616048
3,BJ_11,7,BJ_11_clip_7,1,1,0.37460545,0.6253945
3,BJ_11,8,BJ_11_clip_8,1,1,0.3804499,0.6195501
3,BJ_11,9,BJ_11_clip_9,1,1,0.38088664,0.6191133
3,BJ_12,1,BJ_12_clip_1,1,1,0.37996292,0.6200371
3,BJ_12,10,BJ_12_clip_10,1,1,0.38080078,0.6191993
3,BJ_12,11,BJ_12_clip_11,1,1,0.38052252,0.61947745
3,BJ_12,12,BJ_12_clip_12,1,1,0.37797052,0.6220295
3,BJ_12,13,BJ_12_clip_13,1,1,0.3800197,0.6199803
3,BJ_12,14,BJ_12_clip_14,1,1,0.3793147,0.62068534
3,BJ_12,15,BJ_12_clip_15,1,1,0.3796175,0.6203825
3,BJ_12,16,BJ_12_clip_16,1,1,0.3829262,0.6170738
3,BJ_12,17,BJ_12_clip_17,1,1,0.37992036,0.6200796
3,BJ_12,18,BJ_12_clip_18,1,1,0.37820083,0.6217992
3,BJ_12,19,BJ_12_clip_19,1,1,0.37595326,0.6240468
3,BJ_12,2,BJ_12_clip_2,1,1,0.37640706,0.6235929
3,BJ_12,20,BJ_12_clip_20,1,1,0.3771693,0.62283075
3,BJ_12,3,BJ_12_clip_3,1,1,0.37594303,0.62405694
3,BJ_12,4,BJ_12_clip_4,1,1,0.3771628,0.6228372
3,BJ_12,5,BJ_12_clip_5,1,1,0.38095066,0.6190494
3,BJ_12,6,BJ_12_clip_6,1,1,0.38336724,0.61663276
3,BJ_12,7,BJ_12_clip_7,1,1,0.37871066,0.6212894
3,BJ_12,8,BJ_12_clip_8,1,1,0.38189498,0.61810505
3,BJ_12,9,BJ_12_clip_9,1,1,0.3782519,0.6217481
3,BJ_13,1,BJ_13_clip_1,1,1,0.3829616,0.61703837
3,BJ_13,10,BJ_13_clip_10,1,1,0.38431507,0.61568487
3,BJ_13,11,BJ_13_clip_11,1,1,0.38311243,0.6168876
3,BJ_13,12,BJ_13_clip_12,1,1,0.38290432,0.6170957
3,BJ_13,13,BJ_13_clip_13,1,1,0.38013312,0.6198669
3,BJ_13,14,BJ_13_clip_14,1,1,0.3845038,0.61549616
3,BJ_13,15,BJ_13_clip_15,1,1,0.38284612,0.6171538
3,BJ_13,16,BJ_13_clip_16,1,1,0.38139606,0.6186039
3,BJ_13,17,BJ_13_clip_17,1,1,0.382368,0.617632
3,BJ_13,18,BJ_13_clip_18,1,1,0.38235974,0.61764026
3,BJ_13,19,BJ_13_clip_19,1,1,0.37820426,0.6217958
3,BJ_13,2,BJ_13_clip_2,1,1,0.38072,0.61928004
3,BJ_13,20,BJ_13_clip_20,1,1,0.37705055,0.6229495
3,BJ_13,3,BJ_13_clip_3,1,1,0.3819325,0.61806756
3,BJ_13,4,BJ_13_clip_4,1,1,0.38294926,0.61705077
3,BJ_13,5,BJ_13_clip_5,1,1,0.38404047,0.61595947
3,BJ_13,6,BJ_13_clip_6,1,1,0.38448855,0.6155115
3,BJ_13,7,BJ_13_clip_7,1,1,0.3864729,0.6135271
3,BJ_13,8,BJ_13_clip_8,1,1,0.38477194,0.6152281
3,BJ_13,9,BJ_13_clip_9,1,1,0.3826072,0.6173928
3,BJ_1,1,BJ_1_clip_1,1,1,0.38074726,0.61925274
3,BJ_1,10,BJ_1_clip_10,1,1,0.37909362,0.6209064
3,BJ_1,11,BJ_1_clip_11,1,1,0.37639365,0.6236064
3,BJ_1,12,BJ_1_clip_12,1,1,0.37558585,0.62441415
3,BJ_1,13,BJ_1_clip_13,1,1,0.37691832,0.6230816
3,BJ_1,14,BJ_1_clip_14,1,1,0.37649223,0.62350774
3,BJ_1,15,BJ_1_clip_15,1,1,0.37545678,0.6245432
3,BJ_1,16,BJ_1_clip_16,1,1,0.3789649,0.6210351
3,BJ_1,17,BJ_1_clip_17,1,1,0.37731865,0.6226814
3,BJ_1,18,BJ_1_clip_18,1,1,0.3768458,0.6231542
3,BJ_1,19,BJ_1_clip_19,1,1,0.37810683,0.6218932
3,BJ_1,2,BJ_1_clip_2,1,1,0.37654108,0.623459
3,BJ_1,20,BJ_1_clip_20,1,1,0.37725484,0.62274516
3,BJ_1,3,BJ_1_clip_3,1,1,0.37823766,0.62176234
3,BJ_1,4,BJ_1_clip_4,1,1,0.37838602,0.621614
3,BJ_1,5,BJ_1_clip_5,1,1,0.37838703,0.6216129
3,BJ_1,6,BJ_1_clip_6,1,1,0.3821959,0.6178041
3,BJ_1,7,BJ_1_clip_7,1,1,0.38029945,0.61970055
3,BJ_1,8,BJ_1_clip_8,1,1,0.37819356,0.62180644
